Startup_ID,Team_Size,Founder_Experience_Years,Startup_Age_Years,Industry,City,Funding_Goal,Funding_Raised,Funding_Success,Growth_Rate,Revenue
3725,10,7,5,AgriTech,Pune,1848425,1714773,No,Low,500000
3726,20,4,8,AI,Chennai,1981566,1357473,No,Low,500000
3727,2,7,7,AgriTech,Pune,1127367,1565029,Yes,High,5000000
3728,17,12,8,E-Commerce,Pune,489083,1492212,Yes,High,5000000
3729,11,13,1,HealthTech,Chennai,1379811,1199853,No,Low,500000
3730,18,1,5,AgriTech,Chennai,84159,1402692,Yes,High,5000000
3731,9,4,2,FinTech,Hyderabad,1230690,2422773,Yes,High,5000000
3732,6,12,8,E-Commerce,Chennai,774345,847386,Yes,High,5000000
3733,19,2,2,E-Commerce,Mumbai,1495389,535413,No,Low,500000
3734,11,9,7,CleanTech,Delhi,1016762,1762788,Yes,High,5000000
3735,19,12,5,E-Commerce,Hyderabad,1426403,1243316,No,Low,500000
3736,8,1,5,CleanTech,Hyderabad,1359475,1023186,No,Low,500000
3737,10,11,3,E-Commerce,Mumbai,1039928,1731545,Yes,High,5000000
3738,8,14,10,HealthTech,Kolkata,1644899,2126013,Yes,High,5000000
3739,12,11,7,HealthTech,Kolkata,1489616,1332819,No,Low,500000
3740,8,5,2,FinTech,Mumbai,1987601,1266531,No,Low,500000
3741,12,12,4,EdTech,Delhi,1401788,1386209,No,Low,500000
3742,17,7,3,AI,Bangalore,571152,578765,Yes,High,5000000
3743,9,0,1,AI,Pune,1567997,473304,No,Low,500000
3744,14,0,4,AI,Kolkata,1170659,2366194,Yes,High,5000000
3745,15,13,3,HealthTech,Pune,1416737,141386,No,Low,500000
3746,7,15,10,CleanTech,Kolkata,1618855,880991,No,Low,500000
3747,6,15,6,EdTech,Delhi,380400,1552280,Yes,High,5000000
3748,19,9,7,FinTech,Delhi,850355,1063231,Yes,High,5000000
3749,11,10,9,EdTech,Mumbai,359543,364964,Yes,High,5000000
3750,3,9,4,CleanTech,Delhi,1875277,635770,No,Low,500000
3751,19,0,10,AgriTech,Bangalore,1013841,1910205,Yes,High,5000000
3752,13,13,10,CleanTech,Pune,1720462,679220,No,Low,500000
3753,7,8,6,AI,Hyderabad,467077,2021080,Yes,High,5000000
3754,11,9,2,EdTech,Kolkata,312420,1984505,Yes,High,5000000
3755,19,4,5,AI,Hyderabad,838253,2377088,Yes,High,5000000
3756,16,4,2,AI,Chennai,600135,2206158,Yes,High,5000000
3757,11,2,2,EdTech,Hyderabad,1516794,2356440,Yes,High,5000000
3758,7,14,6,AI,Mumbai,1459524,1180363,No,Low,500000
3759,9,1,7,FinTech,Bangalore,1880371,199045,No,Low,500000
3760,7,8,7,FinTech,Bangalore,184944,2024232,Yes,High,5000000
3761,10,13,4,HealthTech,Chennai,1643510,601998,No,Low,500000
3762,15,14,8,AI,Hyderabad,1029889,1071641,Yes,High,5000000
3763,14,8,4,E-Commerce,Chennai,260606,361303,Yes,High,5000000
3764,12,2,4,HealthTech,Pune,1607406,1101976,No,Low,500000
3765,19,9,1,AI,Hyderabad,1241752,573393,No,Low,500000
3766,18,11,3,CleanTech,Bangalore,488053,573047,Yes,High,5000000
3767,11,11,7,CleanTech,Bangalore,1249557,1275881,Yes,High,5000000
3768,7,4,7,FinTech,Chennai,550361,1644312,Yes,High,5000000
3769,16,2,10,AI,Bangalore,1173097,1170359,No,Low,500000
3770,3,8,8,FinTech,Mumbai,1228925,2169201,Yes,High,5000000
3771,4,7,9,E-Commerce,Kolkata,1853413,2155037,Yes,High,5000000
3772,8,13,3,CleanTech,Mumbai,736469,2387801,Yes,High,5000000
3773,14,15,9,FinTech,Chennai,1850089,925832,No,Low,500000
3774,10,2,5,AgriTech,Bangalore,1632870,716705,No,Low,500000
3775,13,6,3,AgriTech,Bangalore,123908,962789,Yes,High,5000000
3776,11,6,5,EdTech,Mumbai,312774,245346,No,Low,500000
3777,12,9,10,EdTech,Mumbai,1338287,1490354,Yes,High,5000000
3778,10,2,3,AI,Pune,324368,1242942,Yes,High,5000000
3779,19,15,5,E-Commerce,Chennai,1499026,717384,No,Low,500000
3780,4,2,6,E-Commerce,Pune,1037891,1492616,Yes,High,5000000
3781,11,2,8,EdTech,Hyderabad,1808565,262637,No,Low,500000
3782,18,4,10,EdTech,Delhi,254533,269402,Yes,High,5000000
3783,4,6,6,EdTech,Delhi,1304526,2021244,Yes,High,5000000
3784,19,11,1,EdTech,Bangalore,776498,196171,No,Low,500000
3785,11,15,6,AI,Pune,1282329,1464983,Yes,High,5000000
3786,3,10,9,EdTech,Mumbai,549854,1679451,Yes,High,5000000
3787,17,9,6,EdTech,Chennai,1356402,1413720,Yes,High,5000000
3788,17,14,2,CleanTech,Bangalore,799076,2090410,Yes,High,5000000
3789,7,4,8,AI,Delhi,1507014,2073943,Yes,High,5000000
3790,10,4,10,HealthTech,Chennai,923660,2435969,Yes,High,5000000
3791,18,4,8,CleanTech,Chennai,826860,1851825,Yes,High,5000000
3792,13,4,10,E-Commerce,Kolkata,1985690,317783,No,Low,500000
3793,12,8,5,FinTech,Chennai,1631033,1230784,No,Low,500000
3794,4,15,9,FinTech,Pune,936074,1792281,Yes,High,5000000
3795,6,6,1,FinTech,Delhi,313163,1510450,Yes,High,5000000
3796,17,7,9,HealthTech,Mumbai,1231121,1672004,Yes,High,5000000
3797,5,3,9,CleanTech,Kolkata,639823,562846,No,Low,500000
3798,8,15,9,HealthTech,Bangalore,1710833,653974,No,Low,500000
3799,20,5,6,AgriTech,Pune,627386,2175328,Yes,High,5000000
3800,7,12,1,CleanTech,Hyderabad,66780,1040015,Yes,High,5000000
3801,4,1,10,CleanTech,Chennai,1988581,1476308,No,Low,500000
3802,6,7,4,CleanTech,Pune,624987,1766889,Yes,High,5000000
3803,9,4,3,AgriTech,Hyderabad,956430,37519,No,Low,500000
3804,16,3,8,CleanTech,Mumbai,1351191,904388,No,Low,500000
3805,3,0,9,FinTech,Mumbai,1017230,1926833,Yes,High,5000000
3806,4,15,2,FinTech,Chennai,1773167,315687,No,Low,500000
3807,9,1,9,CleanTech,Mumbai,1676093,1548282,No,Low,500000
3808,20,9,2,CleanTech,Mumbai,54947,2031862,Yes,High,5000000
3809,14,13,4,E-Commerce,Bangalore,1835039,1407850,No,Low,500000
3810,12,2,10,AgriTech,Delhi,578601,1070927,Yes,High,5000000
3811,19,13,4,HealthTech,Hyderabad,1806375,1586412,No,Low,500000
3812,19,7,1,CleanTech,Chennai,1554490,1477805,No,Low,500000
3813,17,15,3,E-Commerce,Pune,1332426,356350,No,Low,500000
3814,19,13,9,AI,Mumbai,1545394,608457,No,Low,500000
3815,8,11,3,AgriTech,Bangalore,141557,1102304,Yes,High,5000000
3816,4,11,10,HealthTech,Bangalore,70311,695832,Yes,High,5000000
3817,12,9,8,EdTech,Hyderabad,1173955,2276827,Yes,High,5000000
3818,13,11,1,CleanTech,Bangalore,1034600,363543,No,Low,500000
3819,20,5,2,AI,Pune,1191681,1594115,Yes,High,5000000
3820,3,2,3,AgriTech,Chennai,1241384,303339,No,Low,500000
3821,17,10,7,EdTech,Kolkata,1493199,1932668,Yes,High,5000000
3822,12,9,5,EdTech,Mumbai,1994674,1457177,No,Low,500000
3823,10,4,9,CleanTech,Chennai,1566966,1591691,Yes,High,5000000
3824,7,3,6,E-Commerce,Chennai,119560,1363056,Yes,High,5000000
3825,19,9,4,FinTech,Bangalore,1495012,1309311,No,Low,500000
3826,14,8,10,AI,Hyderabad,1985000,2183582,Yes,High,5000000
3827,14,9,10,CleanTech,Delhi,252019,2173613,Yes,High,5000000
3828,19,15,9,AgriTech,Chennai,1864173,2293229,Yes,High,5000000
3829,14,4,1,CleanTech,Delhi,1854366,2496966,Yes,High,5000000
3830,11,11,5,FinTech,Delhi,982968,1833060,Yes,High,5000000
3831,6,12,3,HealthTech,Delhi,423213,161653,No,Low,500000
3832,14,2,1,EdTech,Delhi,1780602,938820,No,Low,500000
3833,17,8,5,E-Commerce,Bangalore,1653500,355027,No,Low,500000
3834,5,7,3,AgriTech,Kolkata,1323129,858410,No,Low,500000
3835,8,1,3,EdTech,Chennai,416108,1481390,Yes,High,5000000
3836,13,1,2,EdTech,Pune,1456657,113200,No,Low,500000
3837,9,11,5,AgriTech,Chennai,439617,624877,Yes,High,5000000
3838,8,5,5,AgriTech,Kolkata,1152151,1974404,Yes,High,5000000
3839,17,15,5,FinTech,Bangalore,1985340,621709,No,Low,500000
3840,20,6,10,FinTech,Delhi,1320065,258482,No,Low,500000
3841,11,10,7,EdTech,Chennai,896839,1962939,Yes,High,5000000
3842,11,2,10,AI,Kolkata,1868322,1595154,No,Low,500000
3843,14,6,9,HealthTech,Delhi,478103,264884,No,Low,500000
3844,19,14,8,HealthTech,Mumbai,1321797,736523,No,Low,500000
3845,15,1,10,AgriTech,Hyderabad,898640,387770,No,Low,500000
3846,13,4,7,FinTech,Delhi,935701,1091023,Yes,High,5000000
3847,20,1,2,AgriTech,Pune,671422,1836109,Yes,High,5000000
3848,6,12,10,HealthTech,Hyderabad,1445318,1163415,No,Low,500000
3849,18,10,9,EdTech,Delhi,254071,609175,Yes,High,5000000
3850,5,10,6,CleanTech,Delhi,302067,1430127,Yes,High,5000000
3851,9,13,7,HealthTech,Chennai,241844,475649,Yes,High,5000000
3852,4,12,9,HealthTech,Mumbai,1167237,2317628,Yes,High,5000000
3853,12,7,3,AI,Chennai,891228,812468,No,Low,500000
3854,2,8,4,E-Commerce,Mumbai,1041616,1127596,Yes,High,5000000
3855,2,15,2,AI,Hyderabad,886980,1837502,Yes,High,5000000
3856,6,2,4,AgriTech,Pune,697390,60511,No,Low,500000
3857,3,3,4,AI,Bangalore,275534,1593695,Yes,High,5000000
3858,6,10,6,AI,Bangalore,1941042,1967471,Yes,High,5000000
3859,10,4,2,CleanTech,Pune,1148581,2465034,Yes,High,5000000
3860,11,9,5,AI,Bangalore,1356629,478083,No,Low,500000
3861,19,2,2,AgriTech,Delhi,1686375,2308134,Yes,High,5000000
3862,9,10,10,CleanTech,Pune,1998708,1334453,No,Low,500000
3863,13,13,2,AgriTech,Chennai,958038,1820883,Yes,High,5000000
3864,6,2,6,CleanTech,Kolkata,407801,766053,Yes,High,5000000
3865,12,14,1,FinTech,Delhi,106077,353111,Yes,High,5000000
3866,16,11,7,EdTech,Hyderabad,1863616,1184812,No,Low,500000
3867,6,2,6,AI,Pune,536993,1051664,Yes,High,5000000
3868,16,8,6,AI,Delhi,189629,2058014,Yes,High,5000000
3869,18,6,6,AgriTech,Kolkata,1284989,459413,No,Low,500000
3870,18,2,1,AgriTech,Pune,180313,1277605,Yes,High,5000000
3871,11,8,3,CleanTech,Delhi,1511898,1449113,No,Low,500000
3872,13,15,3,AgriTech,Chennai,1369742,57032,No,Low,500000
3873,20,10,7,E-Commerce,Hyderabad,50262,873324,Yes,High,5000000
3874,5,14,4,FinTech,Delhi,193230,2275875,Yes,High,5000000
3875,20,11,7,AI,Hyderabad,643663,1355922,Yes,High,5000000
3876,19,4,8,CleanTech,Delhi,386010,1913321,Yes,High,5000000
3877,13,5,1,E-Commerce,Delhi,889975,1916881,Yes,High,5000000
3878,9,8,7,EdTech,Hyderabad,125349,774884,Yes,High,5000000
3879,7,3,4,FinTech,Hyderabad,1441749,749995,No,Low,500000
3880,2,3,2,AI,Delhi,1364786,1743243,Yes,High,5000000
3881,6,5,2,FinTech,Hyderabad,1293543,435973,No,Low,500000
3882,2,14,4,AI,Pune,1818232,1643742,No,Low,500000
3883,4,2,10,FinTech,Bangalore,989763,1209702,Yes,High,5000000
3884,14,11,1,EdTech,Bangalore,1925791,838672,No,Low,500000
3885,17,2,9,AgriTech,Hyderabad,1685034,1129643,No,Low,500000
3886,19,1,7,E-Commerce,Delhi,1015878,1400248,Yes,High,5000000
3887,10,6,9,EdTech,Mumbai,397752,2278266,Yes,High,5000000
3888,19,4,2,HealthTech,Chennai,1334125,612313,No,Low,500000
3889,4,1,10,FinTech,Mumbai,1387255,1131762,No,Low,500000
3890,18,6,6,AI,Hyderabad,1503961,566916,No,Low,500000
3891,20,15,1,EdTech,Delhi,1246933,1180679,No,Low,500000
3892,19,11,3,AgriTech,Hyderabad,144630,887835,Yes,High,5000000
3893,12,6,8,CleanTech,Delhi,102885,699329,Yes,High,5000000
3894,6,8,1,E-Commerce,Delhi,775953,2178512,Yes,High,5000000
3895,5,13,3,CleanTech,Mumbai,435951,2495008,Yes,High,5000000
3896,7,8,6,AI,Delhi,352885,53621,No,Low,500000
3897,13,4,1,AI,Kolkata,1915146,714444,No,Low,500000
3898,5,1,3,CleanTech,Pune,327097,2053475,Yes,High,5000000
3899,13,14,3,AI,Bangalore,271641,1587147,Yes,High,5000000
3900,4,3,10,E-Commerce,Delhi,989925,1452510,Yes,High,5000000
3901,13,11,10,FinTech,Delhi,1228641,820648,No,Low,500000
3902,7,14,4,AgriTech,Delhi,547238,2479543,Yes,High,5000000
3903,5,3,1,EdTech,Bangalore,311826,153556,No,Low,500000
3904,14,9,7,AgriTech,Pune,138825,816380,Yes,High,5000000
3905,15,10,3,CleanTech,Hyderabad,881113,2126664,Yes,High,5000000
3906,11,6,10,EdTech,Mumbai,70353,2060012,Yes,High,5000000
3907,6,12,7,HealthTech,Chennai,242868,1408435,Yes,High,5000000
3908,16,6,1,AgriTech,Mumbai,966057,623485,No,Low,500000
3909,16,1,10,AI,Bangalore,1478384,1942212,Yes,High,5000000
3910,5,4,7,FinTech,Delhi,1491640,983258,No,Low,500000
3911,8,8,3,AI,Hyderabad,1545497,300565,No,Low,500000
3912,19,7,7,AgriTech,Kolkata,750703,1406539,Yes,High,5000000
3913,3,15,9,AI,Bangalore,1197103,182973,No,Low,500000
3914,8,9,6,FinTech,Delhi,703660,1304019,Yes,High,5000000
3915,13,10,4,CleanTech,Chennai,1991952,1996784,Yes,High,5000000
3916,15,7,1,AgriTech,Kolkata,1793732,2359454,Yes,High,5000000
3917,5,4,7,EdTech,Hyderabad,1863964,2270707,Yes,High,5000000
3918,17,7,9,CleanTech,Chennai,437962,808692,Yes,High,5000000
3919,15,6,5,CleanTech,Hyderabad,434535,1061384,Yes,High,5000000
3920,2,11,1,AI,Mumbai,1653348,2319004,Yes,High,5000000
3921,20,10,2,E-Commerce,Mumbai,1837787,1330003,No,Low,500000
3922,2,2,4,AI,Kolkata,505682,552067,Yes,High,5000000
3923,3,10,4,AgriTech,Kolkata,658752,877646,Yes,High,5000000
3924,11,4,2,FinTech,Pune,1271376,230806,No,Low,500000
3925,8,15,1,CleanTech,Mumbai,1603439,169653,No,Low,500000
3926,13,12,6,EdTech,Kolkata,500985,1988421,Yes,High,5000000
3927,10,2,1,FinTech,Mumbai,1019393,1914940,Yes,High,5000000
3928,13,4,6,E-Commerce,Pune,1625424,1841563,Yes,High,5000000
3929,17,5,4,E-Commerce,Kolkata,1835096,2279454,Yes,High,5000000
3930,9,11,2,CleanTech,Bangalore,351385,1664185,Yes,High,5000000
3931,9,15,8,AI,Delhi,589999,934342,Yes,High,5000000
3932,3,1,10,E-Commerce,Kolkata,810905,1457170,Yes,High,5000000
3933,13,9,10,FinTech,Bangalore,66447,584113,Yes,High,5000000
3934,10,9,1,E-Commerce,Delhi,1116723,1651914,Yes,High,5000000
3935,7,14,4,AI,Chennai,464317,219853,No,Low,500000
3936,5,2,8,CleanTech,Delhi,1317240,1365110,Yes,High,5000000
3937,12,2,7,HealthTech,Pune,1537371,1893907,Yes,High,5000000
3938,9,7,4,EdTech,Hyderabad,81177,414753,Yes,High,5000000
3939,17,6,2,AI,Chennai,714201,1053881,Yes,High,5000000
3940,2,15,6,FinTech,Kolkata,1870381,1464310,No,Low,500000
3941,6,4,2,EdTech,Delhi,1690487,2392725,Yes,High,5000000
3942,16,1,1,AI,Hyderabad,503622,92837,No,Low,500000
3943,15,8,8,AgriTech,Pune,477932,2067271,Yes,High,5000000
3944,17,11,7,E-Commerce,Kolkata,1915789,998542,No,Low,500000
3945,19,15,5,AgriTech,Mumbai,177876,1604364,Yes,High,5000000
3946,2,8,9,AI,Chennai,96648,1599988,Yes,High,5000000
3947,16,4,8,FinTech,Hyderabad,1648369,410886,No,Low,500000
3948,4,4,9,FinTech,Bangalore,1729627,1173306,No,Low,500000
3949,16,11,8,AgriTech,Kolkata,492499,2020116,Yes,High,5000000
3950,18,1,2,FinTech,Delhi,507472,747541,Yes,High,5000000
3951,14,4,6,AgriTech,Chennai,442601,339137,No,Low,500000
3952,11,0,5,E-Commerce,Kolkata,1494390,577155,No,Low,500000
3953,10,2,4,HealthTech,Chennai,975882,2474045,Yes,High,5000000
3954,4,5,6,HealthTech,Chennai,1763752,1753219,No,Low,500000
3955,7,5,5,AgriTech,Pune,1994943,2420649,Yes,High,5000000
3956,12,14,1,EdTech,Mumbai,1021936,240732,No,Low,500000
3957,4,3,1,AI,Kolkata,744360,257657,No,Low,500000
3958,10,12,7,HealthTech,Pune,95097,597219,Yes,High,5000000
3959,2,15,10,EdTech,Pune,1755671,63176,No,Low,500000
3960,8,9,7,CleanTech,Chennai,1497398,1812612,Yes,High,5000000
3961,16,2,6,AgriTech,Hyderabad,411173,483303,Yes,High,5000000
3962,8,7,10,HealthTech,Hyderabad,1013177,1348423,Yes,High,5000000
3963,5,9,7,CleanTech,Pune,661781,2062443,Yes,High,5000000
3964,6,8,10,FinTech,Kolkata,1215243,1127917,No,Low,500000
3965,13,6,7,FinTech,Chennai,861762,679014,No,Low,500000
3966,20,13,9,EdTech,Pune,652914,129972,No,Low,500000
3967,13,14,9,AgriTech,Kolkata,437639,571944,Yes,High,5000000
3968,15,7,3,E-Commerce,Kolkata,1111151,484167,No,Low,500000
3969,5,9,6,FinTech,Chennai,1413521,1806582,Yes,High,5000000
3970,6,5,7,FinTech,Mumbai,864567,487497,No,Low,500000
3971,10,2,5,AI,Hyderabad,1020799,650571,No,Low,500000
3972,7,15,8,CleanTech,Delhi,265032,2251645,Yes,High,5000000
3973,5,11,1,EdTech,Kolkata,1307000,1865340,Yes,High,5000000
3974,8,14,3,AgriTech,Kolkata,1864069,113193,No,Low,500000
3975,3,8,1,AI,Kolkata,243595,192519,No,Low,500000
3976,9,8,1,CleanTech,Hyderabad,514112,1561179,Yes,High,5000000
3977,10,11,10,AgriTech,Chennai,1720332,2325380,Yes,High,5000000
3978,19,6,4,AI,Chennai,1253183,1269303,Yes,High,5000000
3979,3,0,2,AgriTech,Kolkata,167914,2170975,Yes,High,5000000
3980,7,2,9,AgriTech,Pune,1735405,99627,No,Low,500000
3981,18,0,3,HealthTech,Kolkata,806882,2437971,Yes,High,5000000
3982,18,10,4,E-Commerce,Hyderabad,277560,634628,Yes,High,5000000
3983,5,4,2,CleanTech,Hyderabad,1617329,498801,No,Low,500000
3984,12,5,1,AI,Bangalore,1801097,1524985,No,Low,500000
3985,5,11,10,E-Commerce,Pune,385154,1751677,Yes,High,5000000
3986,6,14,8,EdTech,Hyderabad,436425,2311151,Yes,High,5000000
3987,12,7,10,E-Commerce,Mumbai,246020,842883,Yes,High,5000000
3988,16,6,7,HealthTech,Kolkata,199939,296979,Yes,High,5000000
3989,8,5,5,EdTech,Delhi,359758,2311373,Yes,High,5000000
3990,13,0,3,CleanTech,Mumbai,635912,389631,No,Low,500000
3991,10,0,1,CleanTech,Kolkata,888239,1094048,Yes,High,5000000
3992,10,11,9,EdTech,Hyderabad,1763852,1413313,No,Low,500000
3993,15,12,4,E-Commerce,Kolkata,1752445,1996869,Yes,High,5000000
3994,4,7,4,EdTech,Mumbai,1146043,2027907,Yes,High,5000000
3995,20,11,6,CleanTech,Pune,995375,1305917,Yes,High,5000000
3996,10,13,3,FinTech,Delhi,489332,2209562,Yes,High,5000000
3997,13,11,4,HealthTech,Bangalore,1519488,2062499,Yes,High,5000000
3998,16,9,2,E-Commerce,Kolkata,1727220,2261346,Yes,High,5000000
3999,12,7,7,HealthTech,Mumbai,1711554,1223690,No,Low,500000
4000,6,12,1,EdTech,Pune,771921,401000,No,Low,500000
4001,10,14,8,AI,Hyderabad,1956640,538894,No,Low,500000
4002,11,0,6,EdTech,Mumbai,481701,2294486,Yes,High,5000000
4003,4,9,3,FinTech,Kolkata,1269469,2485132,Yes,High,5000000
4004,8,13,6,AgriTech,Chennai,139284,1194478,Yes,High,5000000
4005,19,7,4,FinTech,Delhi,1029561,1779170,Yes,High,5000000
4006,19,1,4,FinTech,Bangalore,161469,1292033,Yes,High,5000000
4007,14,12,6,AgriTech,Kolkata,1598286,1002497,No,Low,500000
4008,2,7,3,AgriTech,Mumbai,573695,2060554,Yes,High,5000000
4009,4,10,3,FinTech,Bangalore,1655279,1151162,No,Low,500000
4010,13,5,6,HealthTech,Pune,1677286,537826,No,Low,500000
4011,7,11,7,HealthTech,Kolkata,1444506,1376148,No,Low,500000
4012,19,3,5,FinTech,Bangalore,1469942,1862484,Yes,High,5000000
4013,16,10,9,HealthTech,Kolkata,211757,1414101,Yes,High,5000000
4014,5,9,10,HealthTech,Mumbai,754387,889091,Yes,High,5000000
4015,12,4,1,EdTech,Pune,1945881,775645,No,Low,500000
4016,3,8,3,FinTech,Delhi,1355556,1294867,No,Low,500000
4017,20,8,6,AgriTech,Kolkata,1977915,757746,No,Low,500000
4018,10,9,8,EdTech,Kolkata,1347902,1840699,Yes,High,5000000
4019,20,9,3,EdTech,Kolkata,1157343,2294929,Yes,High,5000000
4020,8,11,8,HealthTech,Bangalore,1007520,25036,No,Low,500000
4021,14,6,9,FinTech,Chennai,1809486,1043250,No,Low,500000
4022,4,14,5,AI,Delhi,1395675,1321817,No,Low,500000
4023,9,13,1,AgriTech,Delhi,1452834,20549,No,Low,500000
4024,16,7,4,FinTech,Chennai,1053207,1145261,Yes,High,5000000
4025,18,7,1,HealthTech,Pune,180812,2491289,Yes,High,5000000
4026,15,3,4,HealthTech,Pune,1628508,921464,No,Low,500000
4027,12,9,8,E-Commerce,Delhi,560828,476109,No,Low,500000
4028,15,14,2,E-Commerce,Kolkata,230486,1774422,Yes,High,5000000
4029,16,8,3,AgriTech,Delhi,766033,2347296,Yes,High,5000000
4030,11,0,1,EdTech,Pune,562895,1107481,Yes,High,5000000
4031,6,2,5,EdTech,Pune,233034,2382004,Yes,High,5000000
4032,3,7,3,AI,Bangalore,1716078,644534,No,Low,500000
4033,12,3,1,HealthTech,Chennai,1186183,2224912,Yes,High,5000000
4034,7,1,5,FinTech,Chennai,1582718,542985,No,Low,500000
4035,5,11,8,CleanTech,Delhi,858516,2447608,Yes,High,5000000
4036,11,1,9,E-Commerce,Chennai,420493,1017381,Yes,High,5000000
4037,6,8,4,HealthTech,Kolkata,196212,234271,Yes,High,5000000
4038,19,1,5,FinTech,Hyderabad,1437154,331996,No,Low,500000
4039,12,1,7,HealthTech,Hyderabad,1950814,2434703,Yes,High,5000000
4040,11,11,4,E-Commerce,Bangalore,1890244,1181929,No,Low,500000
4041,3,3,5,AgriTech,Delhi,1936342,409725,No,Low,500000
4042,7,9,9,AgriTech,Pune,522795,529591,Yes,High,5000000
4043,8,6,7,AgriTech,Kolkata,727288,2337222,Yes,High,5000000
4044,2,15,5,HealthTech,Mumbai,947547,1532124,Yes,High,5000000
4045,20,0,9,FinTech,Bangalore,1285712,2193323,Yes,High,5000000
4046,11,8,7,AgriTech,Hyderabad,770361,1311428,Yes,High,5000000
4047,8,8,3,E-Commerce,Delhi,1108667,2412268,Yes,High,5000000
4048,9,8,7,EdTech,Pune,1980256,580649,No,Low,500000
4049,10,5,1,EdTech,Kolkata,606085,1490022,Yes,High,5000000
4050,18,6,7,HealthTech,Chennai,1106648,35674,No,Low,500000
4051,18,8,9,AI,Mumbai,1326431,2062407,Yes,High,5000000
4052,9,14,1,E-Commerce,Kolkata,857332,1938496,Yes,High,5000000
4053,8,11,4,CleanTech,Delhi,703824,662796,No,Low,500000
4054,18,12,2,AI,Bangalore,1966521,2483946,Yes,High,5000000
4055,4,12,5,CleanTech,Bangalore,1151967,706734,No,Low,500000
4056,19,14,6,HealthTech,Pune,302684,2436242,Yes,High,5000000
4057,5,8,10,AgriTech,Delhi,407185,422864,Yes,High,5000000
4058,6,6,2,FinTech,Pune,89432,1756192,Yes,High,5000000
4059,20,13,8,AgriTech,Pune,1684377,2411910,Yes,High,5000000
4060,7,11,3,AI,Delhi,536818,313923,No,Low,500000
4061,10,5,10,E-Commerce,Hyderabad,1609483,746703,No,Low,500000
4062,10,11,5,CleanTech,Kolkata,1395439,603013,No,Low,500000
4063,15,3,4,FinTech,Mumbai,221364,901947,Yes,High,5000000
4064,10,6,3,AgriTech,Pune,1516436,1048836,No,Low,500000
4065,7,1,5,CleanTech,Hyderabad,1991086,915540,No,Low,500000
4066,20,8,7,AgriTech,Kolkata,783985,1884137,Yes,High,5000000
4067,18,3,3,HealthTech,Hyderabad,1820669,1635657,No,Low,500000
4068,6,0,3,CleanTech,Mumbai,818829,1883571,Yes,High,5000000
4069,14,3,5,E-Commerce,Delhi,1840598,1886867,Yes,High,5000000
4070,8,15,10,AgriTech,Bangalore,375296,2294278,Yes,High,5000000
4071,20,1,7,CleanTech,Chennai,982942,2342052,Yes,High,5000000
4072,14,5,2,AI,Chennai,641136,41604,No,Low,500000
4073,3,15,10,EdTech,Bangalore,906914,509552,No,Low,500000
4074,12,8,3,EdTech,Mumbai,1898474,1250721,No,Low,500000
4075,16,4,3,FinTech,Kolkata,233697,183380,No,Low,500000
4076,13,10,9,FinTech,Pune,1803828,2035628,Yes,High,5000000
4077,18,11,5,HealthTech,Hyderabad,224134,1890477,Yes,High,5000000
4078,18,7,2,FinTech,Pune,1892124,843406,No,Low,500000
4079,18,5,3,EdTech,Mumbai,526003,1142477,Yes,High,5000000
4080,18,9,1,AI,Kolkata,409731,1309406,Yes,High,5000000
4081,18,15,2,AI,Delhi,1516344,519157,No,Low,500000
4082,12,5,1,HealthTech,Chennai,1710193,1521970,No,Low,500000
4083,11,2,8,E-Commerce,Hyderabad,742514,2088400,Yes,High,5000000
4084,19,11,8,CleanTech,Kolkata,990427,2085615,Yes,High,5000000
4085,17,15,2,EdTech,Pune,1121482,504435,No,Low,500000
4086,5,4,10,EdTech,Kolkata,1107071,2495668,Yes,High,5000000
4087,17,6,6,AI,Kolkata,1640289,2275689,Yes,High,5000000
4088,20,11,10,FinTech,Delhi,116603,145018,Yes,High,5000000
4089,2,5,6,AI,Mumbai,478715,1697567,Yes,High,5000000
4090,9,15,3,AgriTech,Hyderabad,998709,1320674,Yes,High,5000000
4091,2,0,5,E-Commerce,Delhi,1643853,1719671,Yes,High,5000000
4092,11,1,1,FinTech,Chennai,962665,1066162,Yes,High,5000000
4093,2,7,2,CleanTech,Hyderabad,1622706,919142,No,Low,500000
4094,20,11,1,CleanTech,Chennai,1767657,1222437,No,Low,500000
4095,2,8,10,AgriTech,Hyderabad,1108579,2255182,Yes,High,5000000
4096,3,15,10,CleanTech,Delhi,1138666,1316066,Yes,High,5000000
4097,20,1,6,EdTech,Pune,629424,1706978,Yes,High,5000000
4098,2,12,4,AI,Kolkata,379184,1113072,Yes,High,5000000
4099,16,14,1,FinTech,Bangalore,1635791,1783979,Yes,High,5000000
4100,16,14,10,E-Commerce,Kolkata,1358124,654732,No,Low,500000
4101,7,7,4,HealthTech,Mumbai,950752,957617,Yes,High,5000000
4102,20,15,8,EdTech,Bangalore,1313972,1354175,Yes,High,5000000
4103,15,14,8,FinTech,Hyderabad,1658448,478898,No,Low,500000
4104,12,5,10,EdTech,Kolkata,1131058,1870540,Yes,High,5000000
4105,15,13,5,AgriTech,Pune,1285869,120420,No,Low,500000
4106,16,3,3,CleanTech,Delhi,488278,773842,Yes,High,5000000
4107,18,1,9,HealthTech,Mumbai,983315,2228788,Yes,High,5000000
4108,7,5,10,FinTech,Kolkata,1095756,2090945,Yes,High,5000000
